[Tue Mar 31 21:21:56.120013 2015] [:error] [pid 1014] [client 99.254.9.30:50474] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170
[Wed Apr 01 07:57:02.919044 2015] [:error] [pid 3585] [client 99.254.9.30:51317] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:02.965632 2015] [:error] [pid 3585] [client 99.254.9.30:51317] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:02.965748 2015] [:error] [pid 3585] [client 99.254.9.30:51317] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:02.965762 2015] [:error] [pid 3585] [client 99.254.9.30:51317] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:02.965785 2015] [:error] [pid 3585] [client 99.254.9.30:51317] PHP Notice:  Use of undefined constant BaseMtc_notice - assumed 'BaseMtc_notice' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 639, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:02.967403 2015] [:error] [pid 3585] [client 99.254.9.30:51317] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:02.967442 2015] [:error] [pid 3585] [client 99.254.9.30:51317] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:02.967454 2015] [:error] [pid 3585] [client 99.254.9.30:51317] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:10.210012 2015] [:error] [pid 3610] [client 99.254.9.30:51318] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:10.210217 2015] [:error] [pid 3610] [client 99.254.9.30:51318] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:10.210233 2015] [:error] [pid 3610] [client 99.254.9.30:51318] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:10.210283 2015] [:error] [pid 3610] [client 99.254.9.30:51318] PHP Notice:  Use of undefined constant BaseMtc_notice - assumed 'BaseMtc_notice' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 639, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:10.214307 2015] [:error] [pid 3610] [client 99.254.9.30:51318] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:10.214387 2015] [:error] [pid 3610] [client 99.254.9.30:51318] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:10.214400 2015] [:error] [pid 3610] [client 99.254.9.30:51318] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:16.522836 2015] [:error] [pid 3286] [client 99.254.9.30:51320] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:16.523116 2015] [:error] [pid 3286] [client 99.254.9.30:51320] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:16.523133 2015] [:error] [pid 3286] [client 99.254.9.30:51320] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:16.661091 2015] [:error] [pid 3286] [client 99.254.9.30:51320] PHP Warning:  fopen(/var/www/marchtennisclub.com/public_html/json-api/lib/logs/2015-04-01.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/Log.class.php on line 38, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:16.691953 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:16.692079 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:16.692094 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:16.692490 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:16.692526 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:16.692538 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:20.072510 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:20.072973 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:20.073008 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:20.073054 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Notice:  Use of undefined constant BaseMtc_notice - assumed 'BaseMtc_notice' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 639, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:20.076217 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:20.076298 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:20.076323 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:20.128210 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:20.128406 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:20.128437 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:20.128484 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Notice:  Use of undefined constant BaseMtc_notice - assumed 'BaseMtc_notice' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 639, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:20.131347 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:20.131432 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:20.131457 2015] [:error] [pid 3209] [client 99.254.9.30:51319] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:35.958703 2015] [:error] [pid 3601] [client 99.254.9.30:51321] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:35.958852 2015] [:error] [pid 3601] [client 99.254.9.30:51321] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:35.958867 2015] [:error] [pid 3601] [client 99.254.9.30:51321] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:35.958894 2015] [:error] [pid 3601] [client 99.254.9.30:51321] PHP Notice:  Use of undefined constant BaseMtc_notice - assumed 'BaseMtc_notice' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 639, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:35.960589 2015] [:error] [pid 3601] [client 99.254.9.30:51321] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:35.960654 2015] [:error] [pid 3601] [client 99.254.9.30:51321] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:35.960669 2015] [:error] [pid 3601] [client 99.254.9.30:51321] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:52.907899 2015] [:error] [pid 3614] [client 99.254.9.30:51327] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:52.908115 2015] [:error] [pid 3614] [client 99.254.9.30:51327] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:52.908147 2015] [:error] [pid 3614] [client 99.254.9.30:51327] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:57:52.931902 2015] [:error] [pid 3614] [client 99.254.9.30:51327] PHP Warning:  fopen(/var/www/marchtennisclub.com/public_html/json-api/lib/logs/2015-04-01.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/Log.class.php on line 38, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:58:08.351833 2015] [:error] [pid 3553] [client 99.254.9.30:51333] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:58:08.351979 2015] [:error] [pid 3553] [client 99.254.9.30:51333] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:58:08.352003 2015] [:error] [pid 3553] [client 99.254.9.30:51333] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:58:08.352484 2015] [:error] [pid 3553] [client 99.254.9.30:51333] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:58:08.352523 2015] [:error] [pid 3553] [client 99.254.9.30:51333] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 07:58:08.352534 2015] [:error] [pid 3553] [client 99.254.9.30:51333] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:32.901820 2015] [:error] [pid 3633] [client 99.254.9.30:51361] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:32.902070 2015] [:error] [pid 3633] [client 99.254.9.30:51361] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:32.902107 2015] [:error] [pid 3633] [client 99.254.9.30:51361] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:32.902694 2015] [:error] [pid 3633] [client 99.254.9.30:51361] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:32.902755 2015] [:error] [pid 3633] [client 99.254.9.30:51361] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:32.902781 2015] [:error] [pid 3633] [client 99.254.9.30:51361] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:49.178056 2015] [:error] [pid 3605] [client 99.254.9.30:51369] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:49.178182 2015] [:error] [pid 3605] [client 99.254.9.30:51369] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:49.178197 2015] [:error] [pid 3605] [client 99.254.9.30:51369] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:49.178222 2015] [:error] [pid 3605] [client 99.254.9.30:51369] PHP Notice:  Use of undefined constant BaseMtc_notice - assumed 'BaseMtc_notice' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 639, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:49.179594 2015] [:error] [pid 3605] [client 99.254.9.30:51369] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:49.179677 2015] [:error] [pid 3605] [client 99.254.9.30:51369] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:49.179690 2015] [:error] [pid 3605] [client 99.254.9.30:51369] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:49.226670 2015] [:error] [pid 3605] [client 99.254.9.30:51369] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:49.226788 2015] [:error] [pid 3605] [client 99.254.9.30:51369] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:49.226802 2015] [:error] [pid 3605] [client 99.254.9.30:51369] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:49.226827 2015] [:error] [pid 3605] [client 99.254.9.30:51369] PHP Notice:  Use of undefined constant BaseMtc_notice - assumed 'BaseMtc_notice' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 639, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:49.228402 2015] [:error] [pid 3605] [client 99.254.9.30:51369] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:49.228455 2015] [:error] [pid 3605] [client 99.254.9.30:51369] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:01:49.228469 2015] [:error] [pid 3605] [client 99.254.9.30:51369] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:24.539946 2015] [:error] [pid 3553] [client 99.254.9.30:51393] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:24.540070 2015] [:error] [pid 3553] [client 99.254.9.30:51393] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:24.540085 2015] [:error] [pid 3553] [client 99.254.9.30:51393] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:24.540419 2015] [:error] [pid 3553] [client 99.254.9.30:51393] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:24.540482 2015] [:error] [pid 3553] [client 99.254.9.30:51393] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:24.540496 2015] [:error] [pid 3553] [client 99.254.9.30:51393] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:42.215813 2015] [:error] [pid 3286] [client 99.254.9.30:51401] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:42.215956 2015] [:error] [pid 3286] [client 99.254.9.30:51401] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:42.215971 2015] [:error] [pid 3286] [client 99.254.9.30:51401] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:42.215999 2015] [:error] [pid 3286] [client 99.254.9.30:51401] PHP Notice:  Use of undefined constant BaseMtc_notice - assumed 'BaseMtc_notice' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 639, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:42.217421 2015] [:error] [pid 3286] [client 99.254.9.30:51401] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:42.217467 2015] [:error] [pid 3286] [client 99.254.9.30:51401] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:42.217480 2015] [:error] [pid 3286] [client 99.254.9.30:51401] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:42.265785 2015] [:error] [pid 3286] [client 99.254.9.30:51401] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:42.265947 2015] [:error] [pid 3286] [client 99.254.9.30:51401] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:42.265971 2015] [:error] [pid 3286] [client 99.254.9.30:51401] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:42.266004 2015] [:error] [pid 3286] [client 99.254.9.30:51401] PHP Notice:  Use of undefined constant BaseMtc_notice - assumed 'BaseMtc_notice' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 639, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:42.267896 2015] [:error] [pid 3286] [client 99.254.9.30:51401] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/?
[Wed Apr 01 08:04:42.267962 2015] [:error] [pid 3286] [client 99.254.9.30:51401] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/?
